1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	2
31	2
32	3
33	2
34	0
35	9
36	3
37	2
38	3
39	2
40	2
41	7
42	3
43	4
44	2
45	4
46	3
47	4
48	5
49	3
50	1
51	3
52	3
53	6
54	2
55	3
56	6
57	2
58	5
59	2
60	7
61	6
62	3
63	3
64	3
65	1
66	3
67	2
68	3
69	3
70	0
71	4
72	0
73	4
74	1
75	1
76	7
77	3
78	7
79	2
80	2
81	2
82	3
83	3
84	2
85	4
86	3
87	3
88	0
89	4
90	3
91	3
92	4
93	4
94	1
95	2
96	3
97	0
98	3
99	2
100	3
101	3
102	2
103	2
104	2
105	3
106	4
107	2
108	3
109	3
110	7
111	1
112	1
113	1
114	3
115	3
116	3
117	4
118	3
119	3
120	1
121	3
122	4
123	4
124	5
125	0
126	2
127	1
128	2
129	2
130	1
131	1
132	3
133	5
134	0
135	2
136	1
137	1
138	1
139	1
140	5
141	3
142	2
143	1
144	4
145	0
146	2
147	3
148	2
149	3
150	2
151	0
152	0
153	2
154	4
155	1
156	1
157	3
158	1
159	6
160	0
161	4
162	2
163	1
164	1
165	1
166	0
167	1
168	5
169	3
170	2
171	4
172	2
173	0
174	1
175	3
176	2
177	0
178	2
179	4
180	1
181	2
182	3
183	2
184	4
185	1
186	0
187	0
188	0
189	0
190	0
191	3
192	3
193	4
194	4
195	1
196	4
197	1
198	3
199	8
200	6
201	9
202	9
203	11
204	11
205	12
206	12
207	11
208	18
209	13
210	6
211	6
212	14
213	10
214	9
215	12
216	13
217	11
218	14
219	8
220	15
221	12
222	12
223	10
224	16
225	8
226	14
227	19
228	11
229	14
230	13
231	13
232	12
233	9
234	18
235	7
236	10
237	11
238	11
239	13
240	11
241	8
242	9
243	9
244	18
245	9
246	13
247	13
248	18
249	10
250	9
251	12
252	13
253	11
254	16
255	13
256	16
257	13
258	7
259	14
260	17
261	6
262	14
263	15
264	9
265	24
266	21
267	10
268	19
269	7
270	13
271	14
272	14
273	14
274	9
275	13
276	16
277	9
278	11
279	11
280	15
281	14
